Chinese,English,File,Line
"回来时把车票夹进钱包","Put the ticket in your wallet when you come back",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,21
"夜归","Return at night",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,23
"晚上回到常走的路口","Go back to your usual intersection at night",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,25
"店名换了两次","The store name has been changed twice",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,25
"雨刚停","The rain just stopped",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,25
"路面反光","Reflective road surface",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,25
"站了一会儿才走","He stood for a while before leaving",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,25
"旧书店","used bookstore",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,27
"下雨时躲进旧书店","Hiding in a used bookstore when it rains",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,29
"门口的小铃一直响","The little bell at the door keeps ringing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,29
"挑了本二手散文","I picked up a second-hand prose book",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,29
"在店里看了几页","I read a few pages in the store",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,29
"老板用旧报纸包书","The boss wraps books in old newspapers",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,29
"烛光饭","Candlelight rice",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,31
"一次停电","a power outage",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,33
"点蜡烛吃饭","Eat with candles",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,33
"菜很简单","The dishes are very simple",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,33
"屋里却安静得能听见雨声","The house was so quiet that I could hear the rain",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,33
"后来把备用蜡烛补齐","Later, I added the spare candles",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,33
"相框合影","Photo frame photo",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,35
"整理相册时挑两张旧照片放在同一相框里","When organizing photo albums, pick two old photos and put them in the same frame",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,37
"放在窗边","Put it by the window",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,37
"早上光线刚好","The light is just right in the morning",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,37
"路过就会多看一眼","When you pass by, you’ll take a second look",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,37
"久别相聚","Reunited after a long separation",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,39
"多年未见的朋友来访","A friend I haven't seen for many years comes to visit.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,41
"一起散步到河边","Take a walk to the river together",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,41
"聊到很晚","Chat till late",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,41
"还是很多话没说完","There's still a lot of words left unfinished",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,41
"临走前约好下次别隔太久","Before leaving, make an appointment not to be too long next time",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,41
"夜跑路","Running at night",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,43
"转凉后开始夜跑","Start running at night after it gets colder",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,45
"固定一条长街","Fixed a long street",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,45
"路灯一盏盏过去","The street lights pass by one by one",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,45
"脚步声很清楚","The footsteps are very clear",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,45
"回家后睡得踏实","Have a good sleep after returning home",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,45
"这一年没有大事","Nothing big happened this year",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,47
"但留下不少可以回想的瞬间","But there are many memorable moments left behind",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,47
"河边晚","Evening by the river",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,51
"傍晚去河边坐一会儿","Go sit by the river for a while in the evening",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,53
"远处有人放音乐","Someone is playing music in the distance",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,53
"风不大","The wind is not strong",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,53
"水面有细碎的光","There are fragments of light on the water surface",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,53
"坐到天黑才回","Sit there until dark and then go back",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,53
"手写信","handwritten letter",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,59
"给远方朋友写了封信","Wrote a letter to a friend far away",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,61
"用掉两张纸","Used two pieces of paper",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,61
"写到最后才发现","I didn’t find it until the end of writing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,61
"很多话平时不会说","There are many things that I wouldn’t usually say",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,61
"寄出前又读了一遍","Read it again before sending it.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,61
"小城旅","Small Town Travel",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,63
"周末去了附近小城","I went to a nearby town on the weekend",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,65
"吃了当地早餐","Had a local breakfast",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,65
"带回几张明信片","Bring back some postcards",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,65
"贴在书桌前","Posted in front of the desk",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,65
"那趟路短","That journey is short",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,65
"但很舒服","but very comfortable",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,65
"初雪","first snow",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,69
"第一场雪下得很轻","The first snow fell very lightly",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,71
"街上很安静","The street is quiet",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,71
"站在窗前看了很久","I stood in front of the window and looked at it for a long time",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,71
"书角落","book corner",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,74
"把旧书架重新刷漆","Repaint old bookshelf",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,76
"摆上常读的书","Put out the books you often read",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,76
"特地留了一层空位","A layer of space was specially left open",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,76
"夜里开一盏小灯坐一会儿","Turn on a small light and sit for a while at night",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,76
"旧友再见","Goodbye old friends",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,78
"久别的朋友聚在一起吃饭","Friends who have not seen each other for a long time get together for dinner",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,80
"大家都变了些","Everyone has changed a bit",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,80
"但笑起来还是熟悉","But the smile is still familiar",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,80
"散场时心里很暖","I felt very warm when the show ended",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/memo/index.md,80
"只允许","only allowed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,106
"下的相对图片路径或","Relative image path under or",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,106
"远程","remote",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,106
"不要带","Don't bring it",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,106
"不要以","Don't take",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,106
"开头","beginning",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,106
"也不要使用","Also don't use",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,106
"只允许相对图片路径","Only relative image paths allowed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content.config.ts,123
"这是一个开源写作主题与示例内容库","This is an open source writing theme and sample content library",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/home.json,2
"包含","Include",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/home.json,2
"使用与配置请见","For usage and configuration, please see",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/home.json,2
"一个","one",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/site.json,3
"主题的展示站","theme display station",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/site.json,3
"轻量","lightweight",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/site.json,3
"可维护","Maintainable",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/site.json,3
"可复用","Reusable",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/site.json,3
"作者暂未公开此页面","The author has not published this page yet",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/data/settings/site.json,12
"退出阅读","Exit reading",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/layouts/ArticleLayout.astro,95
"上一篇","Previous article",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/layouts/ArticleLayout.astro,134
"下一篇","Next article",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/layouts/ArticleLayout.astro,134
"保持同一主题偏好契约","Keep the same theme preference contract",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/layouts/BaseLayout.astro,82
"避免首屏与运行时状态漂移","Avoid first screen and runtime state drift",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/layouts/BaseLayout.astro,82
"跳到内容","Skip to content",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/layouts/BaseLayout.astro,189
"回到顶部","back to top",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/layouts/BaseLayout.astro,211
"联系方式","Contact information",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/about-contact-links.ts,77
"写入","write",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,85
"仅允许","only allowed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,91
"请求","ask",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,91
"请求缺少来源标识","Request is missing source id",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,103
"仅允许从当前开发站点同源提交","Only allow commits from the same origin as the current development site",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,103
"仅允许从当前开发站点同源","Only allow origins from the current development site",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,110
"上传","upload",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,121
"请求体不是合法","The request body is not valid",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/admin-api.ts,187
"检查","examine",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,84
"文件是否缺字段或结构异常","Whether the file is missing fields or has an abnormal structure",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,84
"重复和保留路由冲突","Duplicate and reserved routing conflicts",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,89
"检查头像和图片路径是否有效","Check whether the avatar and image paths are valid",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,94
"引用文件是否存在","Does the referenced file exist?",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,94
"检查标签","Check label",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,99
"是否可正常生成路由","Whether the route can be generated normally",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,99
"已通过","Passed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,108
"需处理","Need processing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,109
"只生成轻量定位","Generate only lightweight targeting",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,121
"不依赖","not dependent on",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,121
"的重数据层","heavy data layer",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,121
"结构错误","Structure error",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,193
"当前不可写","Not currently writable",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,206
"解析失败","Parsing failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,214
"当前文件","current file",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,214
"无法解析","Unable to parse",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,214
"后台未执行该项检查","This check is not performed in the background",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,214
"非法","illegal",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,244
"不是合法的小写","Not legal lowercase",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,246
"由内容源路径得到的默认公开","Default public by content source path",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,247
"不合法","illegal",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,247
"请调整路径或显式设置","Please adjust the path or set it explicitly",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,247
"命中保留路由","hit-and-hold routing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,264
"会与","Will meet with",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,265
"下的保留路由冲突","reserved route conflict under",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,265
"冲突","conflict",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,294
"已被其他","Already used by other",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,295
"占用","occupy",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,295
"路径非法","Illegal path",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,328
"当前值","current value",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,336
"指向的文件不存在","The file pointed to does not exist",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,346
"指向的本地文件不存在","The local file pointed to does not exist",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,347
"路由键不可用","Routing key is not available",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,431
"规范化后得到的路由键","Routing key obtained after normalization",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,432
"不可用于","Not available for",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,432
"路由","routing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,432
"标准化标签","Standardized labels",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/checks.ts,439
"不支持的","Not supported",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,36
"暂不支持批量发布或改草稿","Batch publishing or draft modification is not currently supported.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,44
"检测到内容文件路径与列表不一致","Content file path inconsistent with list detected",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,56
"请刷新后重试","Please refresh and try again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,56
"检测到内容文件已在外部更新","Content file detected externally updated",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,106
